name,artists,year
She Don't Know She's Beautiful,['Sammy Kershaw'],1993
Sober,['TOOL'],1993
Somewhere Over The Rainbow_What A Wonderful World,"[""Israel Kamakawiwo'ole""]",1993
I Get Around,"['2Pac', 'Digital Underground']",1993
Far Behind,['Candlebox'],1993
Ghostbusters,['Ray Parker Jr.'],1993
Who Am I (What's My Name)?,['Snoop Dogg'],1993
Insane in the Brain,['Cypress Hill'],1993
What's Love Got to Do with It,['Tina Turner'],1993
All Apologies,['Nirvana'],1993
"Ain't No Fun (If the Homies Cant Have None) (feat. Nate Dogg, Warren G & Kurupt)","['Snoop Dogg', 'Kurupt', 'Warren G', 'Nate Dogg']",1993
Shoop,['Salt-N-Pepa'],1993
Are You Gonna Go My Way,['Lenny Kravitz'],1993
Knockin' da Boots,['H-Town'],1993
Daughter (Remastered),['Pearl Jam'],1993
The Sign,['Ace of Base'],1993
Wu-Tang Clan Ain't Nuthing ta F' Wit,['Wu-Tang Clan'],1993
"What Is Love - 7"" Mix",['Haddaway'],1993
All I Wanna Do,['Sheryl Crow'],1993
Cryin',['Aerosmith'],1993
Hermoso Cariño,['Vicente Fernández'],1993
Crazy,['Aerosmith'],1993
That's The Way Love Goes,['Janet Jackson'],1993
Hero,['Mariah Carey'],1993
Hip Hop Hooray,['Naughty By Nature'],1993
Award Tour,['A Tribe Called Quest'],1993
Independence Day,['Martina McBride'],1993
Hard Workin' Man,['Brooks & Dunn'],1993
Amor Prohibido,['Grupo Bryndis'],1993
Ese Loco Soy Yo,['Liberación'],1993
I'm The Only One,['Melissa Etheridge'],1993
I'd Do Anything For Love (But I Won't Do That) - Single Edit,['Meat Loaf'],1993
Fast as You,['Dwight Yoakam'],1993
Ordinary World,['Duran Duran'],1993
Elderly Woman Behind the Counter in a Small Town (Remastered),['Pearl Jam'],1993
Round Here,['Counting Crows'],1993
She Don't Use Jelly,['The Flaming Lips'],1993
If You Love Me,['Brownstone'],1993
Rosas Rojas,['Industria del Amor'],1993
All That She Wants,['Ace of Base'],1993
I'm a Player - Street Version,['Too $hort'],1993
Somebody's Watching Me - Single Version,['Rockwell'],1993
"Any Time, Any Place",['Janet Jackson'],1993
My Name Is Mud,['Primus'],1993
(I Just) Died In Your Arms,['Cutting Crew'],1993
Fields Of Gold,['Sting'],1993
Come Undone,['Duran Duran'],1993
Rebirth Of Slick (Cool Like Dat),['Digable Planets'],1993
Queen Of My Double Wide Trailer,['Sammy Kershaw'],1993
The Power of Love,['Céline Dion'],1993
Acepto Mi Derrota,['Los Bukis'],1993
La Loca,['Los Fugitivos'],1993
Low,['Cracker'],1993
Without You,['Mariah Carey'],1993
Whatta Man,"['Salt-N-Pepa', 'En Vogue']",1993
Angel Baby,['Rosie & The Originals'],1993
Show Me Love,['Robin S'],1993
Fox On The Run,['Sweet'],1993
Bittersweet,['Big Head Todd and The Monsters'],1993
Whoomp! There It Is,['Tag Team'],1993
Bump n' Grind,['R. Kelly'],1993
La Gota Fría,['Carlos Vives'],1993
Karma Chameleon,['Culture Club'],1993
Proud Mary,['Tina Turner'],1993
"Lullabye (Goodnight, My Angel)",['Billy Joel'],1993
(I Can't Help) Falling In Love With You,['UB40'],1993
Hasta Que Me Olvides,['Luis Miguel'],1993
Strong Enough,['Sheryl Crow'],1993
Murder She Wrote,['Chaka Demus & Pliers'],1993
Prison Sex,['TOOL'],1993
Method Man,['Wu-Tang Clan'],1993
Rape Me,['Nirvana'],1993
"Burning Heart - From ""Rocky IV"" Soundtrack",['Survivor'],1993
Shape Of My Heart,['Sting'],1993
The River of Dreams,['Billy Joel'],1993
Cry For You,['Jodeci'],1993
A Thousand Miles from Nowhere,['Dwight Yoakam'],1993
Alibis,['Tracy Lawrence'],1993
Heart-Shaped Box,['Nirvana'],1993
U Send Me Swingin',['Mint Condition'],1993
Murder Was The Case (feat. Dat Nigga Daz),"['Snoop Dogg', 'Daz Dillinger']",1993
Where I'm From,['Digable Planets'],1993
Rey De Oros,['Industria del Amor'],1993
Feenin',['Jodeci'],1993
"Mi luna, mi estrella",['Banda Machos'],1993
Again,['Janet Jackson'],1993
Tha Shiznit,['Snoop Dogg'],1993
John Deere Green,['Joe Diffie'],1993
I Want You Back,['The Jackson 5'],1993
In The Still of the Night,['The Five Satins'],1993
"What Is Love - 7"" Mix",['Haddaway'],1993
Breathe Again,['Toni Braxton'],1993
You,['Candlebox'],1993
No Bailes De Caballito,['Mi Banda El Mexicano'],1993
He Tratado,['Víctor Manuelle'],1993
Return To Innocence,['Enigma'],1993
Laid,['James'],1993
Don't Let The Sun Go Down On Me - Live At Wembley Arena / 1991,"['Elton John', 'George Michael']",1993
Rape Me,['Nirvana'],1993
Ojitos Mentirosos,['Tropicalísimo Apache'],1993
Dreamlover,['Mariah Carey'],1993
Amazing,['Aerosmith'],1993
Come To My Window,['Melissa Etheridge'],1993
Love Come Down,"['Evelyn ""Champagne"" King']",1993
Pacas De A Kilo,['Los Tigres Del Norte'],1993
Mr. Blue,['The Fleetwoods'],1993
Rain King,['Counting Crows'],1993
"It's Been A Long, Long Time - Single Version",['Bing Crosby'],1993
Wild One,['Faith Hill'],1993
Pets,['Porno for Pyros'],1993
16 Candles,"['Johnny Maestro', 'The Crests']",1993
Mambo Lupita,['Mi Banda El Mexicano'],1993
Playa Sola,['Los Invasores De Nuevo León'],1993
Doo Wa Ditty (Blow That Thing),['Zapp'],1993
Because the Night - Live Unplugged,"['10,000 Maniacs']",1993
Sound of da Police,['KRS-One'],1993
When Can I See You,['Babyface'],1993
Amor Se Escribe Con Llanto,['Guardianes Del Amor'],1993
Nadie Es Eterno,['Antonio Aguilar'],1993
Who Was In My Room Last Night?,['Butthole Surfers'],1993
Tumba Falsa,['Los Tigres Del Norte'],1993
Informer,['Snow'],1993
Chief Rocka,['Lords Of The Underground'],1993
Gotta Get Mine,['MC Breed'],1993
Nereyda,['Raulin Rodriguez'],1993
Lodi Dodi (feat. Nancy Fletcher),"['Snoop Dogg', 'Nancy Fletcher']",1993
Working My Way Back to You,['The Spinners'],1993
Come Softly To Me,['The Fleetwoods'],1993
Just Kickin' It,['Xscape'],1993
Rearviewmirror (Remastered),['Pearl Jam'],1993
Love's Train,['Con Funk Shun'],1993
Mirala Miralo,['Alejandra Guzman'],1993
I Wanna Get High,['Cypress Hill'],1993
The Rubberband Man,['The Spinners'],1993
Pistol Packin' Mama - Single Version,"['Bing Crosby', 'The Andrews Sisters', 'Vic Schoen & His Orchestra']",1993
Into Dust,['Mazzy Star'],1993
Into Your Arms,['The Lemonheads'],1993
"So Ruff, so Tuff",['Zapp'],1993
Encadenada A Mi - Cumbia,['Los Bukis'],1993
Just Another Day,['Too $hort'],1993
I Want to Be Your Man,['Roger'],1993
Lady,['Kenny Rogers'],1993
G'z And Hustlaz,['Snoop Dogg'],1993
How Many Ways,['Toni Braxton'],1993
Said I Loved You...But I Lied,['Michael Bolton'],1993
Matador - Remasterizado 2008,['Los Fabulosos Cadillacs'],1993
Cover Me,['Candlebox'],1993
Nuestro Juramento,['Julio Jaramillo'],1993
What Might Have Been,['Little Texas'],1993
Livin' On The Edge,['Aerosmith'],1993
Mujeres,['Ricardo Arjona'],1993
Serve The Servants,['Nirvana'],1993
Suave,['Luis Miguel'],1993
(Lay Your Head On My) Pillow,['Tony! Toni! Toné!'],1993
Doggy Dogg World (feat. Tha Dogg Pound & The Dramatics),"['Snoop Dogg', 'Tha Dogg Pound', 'The Dramatics']",1993
Getto Jam,['Domino'],1993
Pickin' Up The Pieces,['Widespread Panic'],1993
Lástima Que Seas Ajena,['Vicente Fernández'],1993
Con los Años Que Me Quedan,['Gloria Estefan'],1993
If You Are But A Dream (with The Bobby Tucker Singers),"['Frank Sinatra', 'Bobby Tucker Singers']",1993
Lovin' You,['Minnie Riperton'],1993
Clan In Da Front,['Wu-Tang Clan'],1993
A Whole New World (Aladdin's Theme),"['Peabo Bryson', 'Regina Belle']",1993
Pennyroyal Tea,['Nirvana'],1993
Honey Bucket,['Melvins'],1993
American Jesus,['Bad Religion'],1993
What's It to You,['Clay Walker'],1993
All I Want for Christmas Is You,['Mariah Carey'],1994
Let It Snow! Let It Snow! Let It Snow! (with The B. Swanson Quartet),"['Frank Sinatra', 'B. Swanson Quartet']",1994
Christmas (Baby Please Come Home),['Mariah Carey'],1994
Say It Ain't So,['Weezer'],1994
Zombie,['The Cranberries'],1994
Basket Case,['Green Day'],1994
Black Hole Sun,['Soundgarden'],1994
Dust On The Bottle,['David Lee Murphy'],1994
Juicy - 2005 Remaster,['The Notorious B.I.G.'],1994
Big Poppa - 2005 Remaster,['The Notorious B.I.G.'],1994
Wildflowers,['Tom Petty'],1994
Regulate,"['Warren G', 'Nate Dogg']",1994
When I Come Around,['Green Day'],1994
Loser,['Beck'],1994
Buddy Holly,['Weezer'],1994
Interstate Love Song - 2019 Remaster,['Stone Temple Pilots'],1994
Sabotage,['Beastie Boys'],1994
Jump Around,['House Of Pain'],1994
Only Wanna Be with You,['Hootie & The Blowfish'],1994
Waterfalls,['TLC'],1994
Shine,['Collective Soul'],1994
Creep,['TLC'],1994
Watermelon Crawl,['Tracy Byrd'],1994
You Don't Know How It Feels,['Tom Petty'],1994
"I Just Can't Wait to Be King - From ""The Lion King""/Soundtrack Version","['Jason Weaver', 'Rowan Atkinson', 'Laura Williams']",1994
"Hakuna Matata - From ""The Lion King""/Soundtrack","['Nathan Lane', 'Ernie Sabella', 'Jason Weaver', 'Joseph Williams']",1994
The Man Who Sold The World,['Nirvana'],1994
Nutshell,['Alice In Chains'],1994
When You Say Nothing At All,['Alison Krauss & Union Station'],1994
Spoonman,['Soundgarden'],1994
Hallelujah,['Jeff Buckley'],1994
Thuggish Ruggish Bone,['Bone Thugs-N-Harmony'],1994
O Holy Night,['Mariah Carey'],1994
Possum Kingdom,['Toadies'],1994
Lightning Crashes,['Live'],1994
Indian Outlaw,['Tim McGraw'],1994
Ants Marching,['Dave Matthews Band'],1994
Check Yo Self - Remix,"['Ice Cube', 'Das EFX']",1994
"Circle of Life - From ""The Lion King""/ Soundtrack","['Carmen Twillie', 'Lebo M.']",1994
I'll Make Love To You,['Boyz II Men'],1994
Run-Around,['Blues Traveler'],1994
Amor Prohibido,['Selena'],1994
Let Her Cry,['Hootie & The Blowfish'],1994
Welcome to Paradise,['Green Day'],1994
Fell On Black Days,['Soundgarden'],1994
Undone - The Sweater Song,['Weezer'],1994
Longview,['Green Day'],1994
This D.J.,"['Warren G', 'O.G.L.B.']",1994
"Can You Feel the Love Tonight - From ""The Lion King"" / Soundtrack Version","['Joseph Williams', 'Sally Dworsky', 'Nathan Lane', 'Ernie Sabella', 'Kristle Edwards']",1994
At Your Best (You Are Love),['Aaliyah'],1994
Hold My Hand,['Hootie & The Blowfish'],1994
Silent Night,['Mariah Carey'],1994
Kiss from a Rose,['Seal'],1994
Who Shot Ya? - 2005 Remaster,['The Notorious B.I.G.'],1994
No Excuses,['Alice In Chains'],1994
Hook,['Blues Traveler'],1994
Where Did You Sleep Last Night,['Nirvana'],1994
Lamento Boliviano,['Los Enanitos Verdes'],1994
N.Y. State of Mind,['Nas'],1994
Don't Take The Girl,['Tim McGraw'],1994
Better Man,['Pearl Jam'],1994
I Wanna Be Down,['Brandy'],1994
Down On The Farm,['Tim McGraw'],1994
Smooth Operator - Single Version,['Sade'],1994
Lake Of Fire,['Nirvana'],1994
Mamma Mia,['ABBA'],1994
Just a Friend,['Biz Markie'],1994
I'll Stand by You,"['Pretenders', 'Bob Clearmountain']",1994
Soulshine,['Allman Brothers Band'],1994
Go Rest High On That Mountain,['Vince Gill'],1994
Foe Tha Love of $,"['Bone Thugs-N-Harmony', 'Eazy-E']",1994
Vasoline - 2019 Remaster,['Stone Temple Pilots'],1994
"Baby, I Love Your Way","['Big Mountain', 'Tom Lord-Alge']",1994
La vie en rose - Single Version,['Louis Armstrong'],1994
Santa Claus Is Comin' to Town,['Mariah Carey'],1994
Feel the Pain,['Dinosaur Jr.'],1994
El Chico Del Apartamento 512,['Selena'],1994
Blind,['Korn'],1994
On Bended Knee,['Boyz II Men'],1994
If I Could Make a Living,['Clay Walker'],1994
"You're The First, The Last, My Everything",['Barry White'],1994
I Swear,['All-4-One'],1994
I Alone,['Live'],1994
Always,['Bon Jovi'],1994
Lovely Day,['Bill Withers'],1994
Hurt,['Nine Inch Nails'],1994
Please Come Home for Christmas - 2013 Remaster,['Eagles'],1994
My Name Is Jonas,['Weezer'],1994
Mary Jane (All Night Long),['Mary J. Blige'],1994
I Stay Away,['Alice In Chains'],1994
I Second That Emotion,['Smokey Robinson & The Miracles'],1994
All Night Long,['Mary Jane Girls'],1994
N.Y. State of Mind,['Nas'],1994
Here Comes The Hotstepper - Heartical Mix,"['Ini Kamoze', 'Salaam Remi']",1994
Before I Let You Go,['Blackstreet'],1994
Send Me On My Way,['Rusted Root'],1994
It's Only A Paper Moon,"['Ella Fitzgerald', 'The Delta Rhythm Boys']",1994
I Swear,['John Michael Montgomery'],1994
La Mesa Del Rincón,['Los Tigres Del Norte'],1994
The Lion Sleeps Tonight (Wimoweh),['The Tokens'],1994
Candy Rain - Heavy D & TrakMasterz Mix,"['Soul For Real', 'Heavy D']",1994
You Gotta Be,"[""Des'ree""]",1994
Satellite,['Dave Matthews Band'],1994
La Media Vuelta,['Luis Miguel'],1994
Bring The Pain,['Method Man'],1994
Self Esteem,['The Offspring'],1994
The World Is Yours,['Nas'],1994
Mass Appeal,['Gang Starr'],1994
Stay (I Missed You),['Lisa Loeb'],1994
Si Una Vez,['Selena'],1994
Backwater,['Meat Puppets'],1994
You Wreck Me,['Tom Petty'],1994
Afuera,['Caifanes'],1994
I Go Blind - 2019 Remaster,['Hootie & The Blowfish'],1994
Como Tú,['Los Temerarios'],1994
Player's Ball,['OutKast'],1994
Big Empty - 2019 Remaster,['Stone Temple Pilots'],1994
Groove Me,['King Floyd'],1994
She,['Green Day'],1994
Santa Claus Is Comin' to Town,['Frank Sinatra'],1994
Coal Miner's Daughter,['Loretta Lynn'],1994
The End of the World,['Skeeter Davis'],1994
The World Is Yours,['Nas'],1994
Janie's Got A Gun,['Aerosmith'],1994
Ven Devórame Otra Vez,['Lalo Rodriguez'],1994
All Over You,['Live'],1994
Doll Parts,['Hole'],1994
My Life,['Mary J. Blige'],1994
Be Happy,['Mary J. Blige'],1994
Machine Gun Funk - 2006 Remaster,['The Notorious B.I.G.'],1994
5 Minutes Alone,['Pantera'],1994
It Ain't Hard to Tell,['Nas'],1994
Violet,['Hole'],1994
Pickup Man,['Joe Diffie'],1994
About A Girl,['Nirvana'],1994
The Keeper Of The Stars,['Tracy Byrd'],1994
Ode To My Family,['The Cranberries'],1994
Back & Forth,['Aaliyah'],1994
Red Light Special,['TLC'],1994
Party Crowd,['David Lee Murphy'],1994
Sending My Love,['Zhané'],1994
La Noche Que Murio Chicago,['Banda Toro'],1994
Landslide - Remastered,['The Smashing Pumpkins'],1994
Tootsee Roll (Dance Version),['69 Boyz'],1994
"Anything - Old Skool Radio 7"" Version","['SWV', 'Allen Gordon, Jr. aka ""ALLSTAR""', 'Arty Skye']",1994
"Be Prepared - From ""The Lion King"" / Soundtrack Version","['Jeremy Irons', 'Whoopi Goldberg', 'Cheech Marin', 'Jim Cummings']",1994
Goodbye Says It All,['BlackHawk'],1994
Live Forever - Remastered,['Oasis'],1994
Time,['Hootie & The Blowfish'],1994
The Day I Tried To Live,['Soundgarden'],1994
Bananaphone,['Raffi'],1994
Rotten Apple,['Alice In Chains'],1994
Clean My Wounds,['Corrosion Of Conformity'],1994
Life's a Bitch (feat. AZ & Olu Dara),"['Nas', 'AZ', 'Olu Dara']",1994
Mi Forma De Sentir,['Pedro Fernández'],1994
Fantastic Voyage,['Coolio'],1994
No Me Queda Más,['Selena'],1994
All Apologies,['Nirvana'],1994
Funkdafied,['Da Brat'],1994
Texas Tornado,['Tracy Lawrence'],1994
Superstar,['Sonic Youth'],1994
Red Right Hand - 2011 Remastered Version,['Nick Cave & The Bad Seeds'],1994
Don't Follow,['Alice In Chains'],1994
I'm Goin' Down,['Mary J. Blige'],1994
Mmm Mmm Mmm Mmm,['Crash Test Dummies'],1994
Daddy Never Was the Cadillac Kind,['Confederate Railroad'],1994
Now And Forever,['Richard Marx'],1994
Short Dick Man - Club Mix,"['20 Fingers', 'Gillette']",1994
Hot Potato,['The Wiggles'],1994
Plowed,['Sponge'],1994
Boss D.J.,['Sublime'],1994
Water Runs Dry,['Boyz II Men'],1994
Seether,['Veruca Salt'],1994
A Tout Le Monde - Remastered 2004,['Megadeth'],1994
Te Vas Con El - Poema,['Grupo Bryndis'],1994
What Would You Say,['Dave Matthews Band'],1994
Shoots and Ladders,['Korn'],1994
Halftime,['Nas'],1994
Burnout,['Green Day'],1994
Cut Your Hair,['Pavement'],1994
Oh Me,['Nirvana'],1994
Always and Forever,['Luther Vandross'],1994
Sure Shot,['Beastie Boys'],1994
Range Life,['Pavement'],1994
Dead Flowers,['Townes Van Zandt'],1994
Wonderwall,['Oasis'],1995
Gangsta's Paradise,"['Coolio', 'L.V.']",1995
Check Yes Or No,['George Strait'],1995
Always Be My Baby,['Mariah Carey'],1995
Brain Stew,['Green Day'],1995
Any Man Of Mine,['Shania Twain'],1995
Sold (The Grundy County Auction Incident),['John Michael Montgomery'],1995
"Shook Ones, Pt. II",['Mobb Deep'],1995
"I Like It, I Love It",['Tim McGraw'],1995
This Is How We Do It,"['Montell Jordan', 'Wino']",1995
Dear Mama,['2Pac'],1995
Fantasy,['Mariah Carey'],1995
Don't Speak,['No Doubt'],1995
Breakfast At Tiffany's,['Deep Blue Something'],1995
Tha Crossroads,['Bone Thugs-N-Harmony'],1995
"You've Got a Friend in Me - From ""Toy Story""/Soundtrack Version",['Randy Newman'],1995
Lump,['The Presidents Of The United States Of America'],1995
Just A Girl,['No Doubt'],1995
Give Me One Reason,['Tracy Chapman'],1995
1st of Tha Month,['Bone Thugs-N-Harmony'],1995
Champagne Supernova,['Oasis'],1995
High And Dry,['Radiohead'],1995
Name,['The Goo Goo Dolls'],1995
Alright,['Supergrass'],1995
Cumbersome,['Seven Mary Three'],1995
Don't Look Back In Anger,['Oasis'],1995
You Were Meant For Me,['Jewel'],1995
Shimmy Shimmy Ya,"[""Ol' Dirty Bastard""]",1995
Candy Rain,['Soul For Real'],1995
Get Money,['Junior M.A.F.I.A.'],1995
I Wish,['Skee-Lo'],1995
Peaches,['The Presidents Of The United States Of America'],1995
That Ain't My Truck,['Rhett Akins'],1995
"Colors of the Wind - From ""Pocahontas"" / Soundtrack Version",['Judy Kuhn'],1995
Tell Me,['Groove Theory'],1995
Dreaming Of You,['Selena'],1995
Good,['Better Than Ezra'],1995
Survival of the Fittest,['Mobb Deep'],1995
All Mixed Up,['311'],1995
Desvelado,['Bobby Pulido'],1995
Spiderwebs,['No Doubt'],1995
One Sweet Day,"['Mariah Carey', 'Boyz II Men']",1995
Keep Their Heads Ringin',['Dr. Dre'],1995
Tomorrow,['Silverchair'],1995
Hand in My Pocket - 2015 Remaster,['Alanis Morissette'],1995
You Oughta Know - 2015 Remaster,['Alanis Morissette'],1995
La Chona,['Los Tucanes De Tijuana'],1995
Cotton Eye Joe,['Rednex'],1995
In the Meantime,['Spacehog'],1995
Fake Plastic Trees,['Radiohead'],1995
They Don't Care About Us,['Michael Jackson'],1995
Lady,"[""D'Angelo""]",1995
Here's a Quarter (Call Someone Who Cares),['Travis Tritt'],1995
Como Una Novela,['Los Acosta'],1995
"Ice Cream (feat. Ghostface Killah, Method Man & Cappadonna)","['Raekwon', 'Ghostface Killah', 'Method Man', 'Cappadonna']",1995
Runnin',['The Pharcyde'],1995
Doin' It,['LL Cool J'],1995
Down,['311'],1995
"Just Around the Riverbend - From ""Pocahontas"" / Soundtrack Version",['Judy Kuhn'],1995
The World I Know,['Collective Soul'],1995
No One Needs To Know,['Shania Twain'],1995
Gloria,['Laura Branigan'],1995
So Many Tears,['2Pac'],1995
Heaven Beside You,['Alice In Chains'],1995
Ironic - 2015 Remaster,['Alanis Morissette'],1995
Every Little Thing I Do,['Soul For Real'],1995
Freak Like Me,['Adina Howard'],1995
Amazed,['Lonestar'],1995
December,['Collective Soul'],1995
I Can Love You Like That,['John Michael Montgomery'],1995
Ironic,['Alanis Morissette'],1995
Tu Traición,['Grupo Bryndis'],1995
Soon as I Get Home,['Faith Evans'],1995
Man in the Mirror,['Michael Jackson'],1995
Don't Let Our Love Start Slippin' Away,['Vince Gill'],1995
Como La Flor,['Selena'],1995
Time Bomb,['Rancid'],1995
Mis Tres Animales,['Los Tucanes De Tijuana'],1995
Será Mejor Que Te Vayas,"['Marco Antonio Solís', 'Los Bukis']",1995
Can You Feel The Love Tonight,['Elton John'],1995
Hey Lover,"['LL Cool J', 'Boyz II Men']",1995
Feel Me Flow,['Naughty By Nature'],1995
Can't Stop Lovin' You,['Van Halen'],1995
Streets of Philadelphia - Single Edit,['Bruce Springsteen'],1995
Days Like This,['Van Morrison'],1995
Who Will Save Your Soul,['Jewel'],1995
Lemon Tree,['Fools Garden'],1995
Counting Blue Cars (Tell Me Your Thoughts On God),['Dishwalla'],1995
Put It On,['Big L'],1995
River of Deceit,['Mad Season'],1995
I2I,"['Tevin Campbell', 'Rosie Gaines']",1995
You Used to Love Me,['Faith Evans'],1995
Don't Take It Personal (Just One of Dem Days),['Monica'],1995
Foolish Games,['Jewel'],1995
Enamorado De Un Fantasma,['Liberación'],1995
Freek'n You,['Jodeci'],1995
Una Aventura,['Banda La Costeña'],1995
Sonora Y Sus Ojos Negros,['Miguel Y Miguel'],1995
Me Against The World,"['2Pac', 'Dramacydal']",1995
My Front Porch Looking In,['Lonestar'],1995
You Oughta Know,['Alanis Morissette'],1995
Blue,['The Jayhawks'],1995
Roll To Me,['Del Amitri'],1995
Mi Historia Entre Tus Dedos,['Gianluca Grignani'],1995
Show Me Love - Radio Version,['Robyn'],1995
This Is a Call,['Foo Fighters'],1995
Ruby Soho,['Rancid'],1995
I Think I ll Just Stay Here And Drink,['Merle Haggard'],1995
East Bound and Down,['Jerry Reed'],1995
Brown Sugar,"[""D'Angelo""]",1995
Only Happy When It Rains,['Garbage'],1995
